Stationsidentifikationsnummer;Datum;Jahr;Monat;Tag;Qualitätsniveau der nachfolgenden Spalten (QN_3);Tagesmaximum Windspitze;Tagesmittel Windgeschwindigkeit;Qualitätsniveau der nachfolgenden Spalten (QN_4);tägliche Niederschlagshöhe;Niederschlagsform;tägliche Sonnenscheindauer;Tageswert Schneehöhe;Tagesmittel des Bedeckungsgrades;Tagesmittel des Dampfdruckes;Tagesmittel des Luftdrucks;Tagesmittel der Temperatur;Tagesmittel der Relativen Feuchte;Tagesmaximum der Lufttemperatur in 2m Höhe;Tagesminimum der Lufttemperatur in 2m Höhe;Minimum der Lufttemperatur am Erdboden in 5cm Höhe
1048;19721014;1972;10;14;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;2,7;0;6;8,4;993,8;7;85;10,7;4,4;1,6
1048;19721015;1972;10;15;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,2;0;7;8,8;999,2;7,3;86;8,8;5,2;0
1048;19721016;1972;10;16;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);0,2;0;7;9,1;1005,6;7;91;8,8;6,4;4,9
1048;19721017;1972;10;17;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);6,9;0;4;8,8;1004;7,3;86;11,7;4,9;-1,2
1048;19721018;1972;10;18;-;-;-;5;0,3;nur Regen (in historischen Daten vor 1979);5,6;0;6;6,8;997,7;6,4;70;8,7;2,9;-1,3
1048;19721019;1972;10;19;-;-;-;5;2,8;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";3,7;0;3;5,3;997,6;1,7;78;5,5;-3,5;-6,9
1048;19721020;1972;10;20;-;-;-;5;2,5;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";5,4;0;6;6,6;984,5;3,6;83;7,2;0,1;-0,6
1048;19721021;1972;10;21;-;-;-;5;1,3;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";1,1;0;7;6,8;983,7;2,3;94;5,1;1;0,2
1048;19721022;1972;10;22;-;-;-;5;10,4;nur Regen (in historischen Daten vor 1979);0,1;0;7;7;986,1;2,8;94;5,1;0,4;-1,6
1048;19721023;1972;10;23;-;-;-;5;4,5;nur Regen (in historischen Daten vor 1979);0;0;7;9,3;986,6;6,7;94;9,1;3,3;2
1048;19721024;1972;10;24;-;-;-;5;1;nur Regen (in historischen Daten vor 1979);3,4;0;6;8,9;988,1;8,6;81;10,2;6,6;5,5
1048;19721025;1972;10;25;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);2;0;5;7,7;994,9;7,5;75;10,3;6,5;1,9
1048;19721026;1972;10;26;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;8,1;0;0;7,4;994,8;6,7;77;12,7;0,9;-2
1048;19721027;1972;10;27;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;1,1;0;3;8,8;988,2;8,8;78;11;6,9;5,1
1048;19721028;1972;10;28;-;-;-;5;11,4;nur Regen (in historischen Daten vor 1979);0,4;0;5;10,4;983,9;10,6;82;15,1;8,5;6,8
1048;19721029;1972;10;29;-;-;-;5;2,5;nur Regen (in historischen Daten vor 1979);0;0;8;11,4;994,9;9,3;97;10,9;8,5;9,3
1048;19721030;1972;10;30;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;1,9;0;6;10,6;998,9;9,6;89;12,8;8,3;7,5
1048;19721031;1972;10;31;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7,4;0;4;9,2;994,6;7,9;86;12,6;4;0,7
1048;19721101;1972;11;01;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,5;0;3;9,2;995,3;8,4;84;12,7;5,5;0,4
1048;19721102;1972;11;02;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);3,4;0;5;9,9;999,5;9,3;85;13,5;6,2;2,7
1048;19721103;1972;11;03;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;1,9;0;6;10;999,7;10,8;78;15,1;8,2;4,1
1048;19721104;1972;11;04;-;-;-;5;0,2;nur Regen (in historischen Daten vor 1979);4,2;0;4;9,1;997,3;8,9;80;11,7;5,8;2
1048;19721105;1972;11;05;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);0,2;0;8;10;998,4;9,6;85;12,1;8,3;8
1048;19721106;1972;11;06;-;-;-;5;0,2;nur Regen (in historischen Daten vor 1979);0;0;8;10,8;999,6;9,6;91;10,7;8,4;8,1
1048;19721107;1972;11;07;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);0;0;7;10,5;997,7;10,4;84;11,5;9,6;8,6
1048;19721108;1972;11;08;-;-;-;5;1;nur Regen (in historischen Daten vor 1979);0,6;0;7;11,3;994,6;11,8;82;14,2;10,3;10
1048;19721109;1972;11;09;-;-;-;5;0,5;nur Regen (in historischen Daten vor 1979);0,1;0;6;10,9;996,7;9,4;93;11,1;7,9;7
1048;19721110;1972;11;10;-;-;-;5;0,9;nur Regen (in historischen Daten vor 1979);8;0;1;8,7;987,1;9,8;72;14;5;3,8
1048;19721111;1972;11;11;-;-;-;5;3,3;nur Regen (in historischen Daten vor 1979);0;0;6;8,2;979,1;6,6;84;12,1;4,8;7
1048;19721112;1972;11;12;-;-;-;5;1,7;nur Regen (in historischen Daten vor 1979);3,6;0;6;6,4;979,5;3,8;80;5,9;2,2;0,1
1048;19721113;1972;11;13;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);3,7;0;6;7,1;968,1;5,8;76;12;2,8;1
1048;19721114;1972;11;14;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);0,7;0;7;6,3;979,1;4,8;73;6,7;3,4;1,8
1048;19721115;1972;11;15;-;-;-;5;2,1;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";1,4;0;6;6,3;986,1;2,3;88;4,7;0,6;-2,7
1048;19721116;1972;11;16;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,2;0;3;4,9;987,7;2;70;4,4;0,6;-2,2
1048;19721117;1972;11;17;-;-;-;5;12,2;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0,7;0;7;5,7;980;1,7;83;4,5;-0,6;-5
1048;19721118;1972;11;18;-;-;-;5;2,4;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;3;7;6,1;980,4;0,5;97;2;0,1;0
1048;19721119;1972;11;19;-;-;-;5;0,4;"nur Schnee; fester Niederschlag bei automatischen Stationen";2,8;2;7;5,6;990,9;0,8;87;2,8;-1;-3,7
1048;19721120;1972;11;20;-;-;-;5;0,7;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";1,3;2;6;5,6;974,4;1,7;81;2,5;-0,3;-1,5
1048;19721121;1972;11;21;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);3,3;0;6;6,9;970,7;6,3;73;8,6;2,5;0,8
1048;19721122;1972;11;22;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);4,6;0;5;6,9;977,9;5,9;74;8,3;4,3;2
1048;19721123;1972;11;23;-;-;-;5;1;nur Regen (in historischen Daten vor 1979);1;0;7;7,5;985,9;5,6;82;8,2;4,5;3,6
1048;19721124;1972;11;24;-;-;-;5;2,2;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";3,4;0;4;6,1;990,3;1,5;89;5,2;-0,3;-5,1
1048;19721125;1972;11;25;-;-;-;5;0,7;"nur Schnee; fester Niederschlag bei automatischen Stationen";1,8;0;7;5,3;999,4;-0,3;88;1,7;-1,5;-0,9
1048;19721126;1972;11;26;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,1;0;6;5;1003,6;-0,1;82;1,7;-1,4;-1,1
1048;19721127;1972;11;27;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0;0;7;5,2;1004,3;0,6;81;2;-0,7;-2,5
1048;19721128;1972;11;28;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,9;0;4;4,7;994,9;3,3;62;6,5;0,7;0,2
1048;19721129;1972;11;29;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,1;0;2;5,8;988,9;3,8;72;6,1;1,9;-2,8
1048;19721130;1972;11;30;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);6,1;0;2;5,9;982,8;4,7;70;9,5;1,2;-3,6
1048;19721201;1972;12;01;-;-;-;5;0;nur Regen (in historischen Daten vor 1979);0,2;0;3;6,3;984,1;3,5;80;6,9;1,9;0,4
1048;19721202;1972;12;02;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7,1;0;0;7,2;985,6;4,9;83;8,1;1,4;-1,7
1048;19721203;1972;12;03;-;-;-;5;0,3;nur Regen (in historischen Daten vor 1979);2,4;0;3;7,7;984,2;5,8;84;8,6;4,6;2,7
1048;19721204;1972;12;04;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;4,2;0;4;7,8;991;5,4;87;7,9;3,3;1,6
1048;19721205;1972;12;05;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;1,4;0;3;7;992,9;6,1;75;8,1;3,3;-1,2
1048;19721206;1972;12;06;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;1,5;0;3;6,9;994;7,3;67;10,8;5,3;2,1
1048;19721207;1972;12;07;-;-;-;5;0,9;nur Regen (in historischen Daten vor 1979);1;0;6;6;986,3;5,5;67;7,2;4,6;0,3
1048;19721208;1972;12;08;-;-;-;5;2,1;nur Regen (in historischen Daten vor 1979);0;0;7;7,4;987,6;5,5;82;8,6;3,3;2,6
1048;19721209;1972;12;09;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0;0;6;7,2;989,6;4,6;85;6,2;3,3;2,4
1048;19721210;1972;12;10;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,5;0;4;6;997,9;4,4;72;7,8;2,5;0,1
1048;19721211;1972;12;11;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;1,6;0;2;5,8;999,5;2,3;80;5,3;-0,2;-5,7
1048;19721212;1972;12;12;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,9;0;0;5,8;1000,6;2,2;82;6,8;-0,5;-4,4
1048;19721213;1972;12;13;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,2;0;1;5,2;1002,3;1,5;77;4,1;0,2;-2,5
1048;19721214;1972;12;14;-;-;-;5;0,2;nur Regen (in historischen Daten vor 1979);0;0;7;6,5;1006,1;3,2;85;3,8;0,9;-0,3
1048;19721215;1972;12;15;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,8;0;2;5,5;1005,1;0,6;87;3,5;-0,4;-0,4
1048;19721216;1972;12;16;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,7;0;1;4,8;1004,5;-0,3;81;3,5;-1,5;-6,2
1048;19721217;1972;12;17;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6;0;0;4,8;1005;-1,3;87;2,9;-2,3;-3,7
1048;19721218;1972;12;18;-;-;-;5;0,6;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;0;7;5,3;1007;-1,3;94;0,2;-3,3;-4,6
1048;19721219;1972;12;19;-;-;-;5;0,2;nur Regen (in historischen Daten vor 1979);0;0;8;6,4;1011,8;0,5;100;0,9;-0,4;-0,5
1048;19721220;1972;12;20;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,6;0;5;4,9;1014,3;-0,8;84;1,6;-2;-3,1
1048;19721221;1972;12;21;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,2;0;0;3,9;1010,6;-1,9;73;1,1;-3,8;-9,7
1048;19721222;1972;12;22;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7;0;1;3,3;1008,5;-2,3;65;0;-4,3;-7,4
1048;19721223;1972;12;23;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,9;0;2;3,1;1001,8;-0,6;53;1,6;-1,7;-6,7
1048;19721224;1972;12;24;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,3;0;0;3,7;1001;-3,5;80;1,1;-6,1;-13
1048;19721225;1972;12;25;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0;0;2;3,8;1000,1;-4,4;86;-2,1;-6,1;-7,4
1048;19721226;1972;12;26;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,3;0;0;4,1;999,7;-3,1;83;-1,9;-4,8;-6,2
1048;19721227;1972;12;27;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,4;0;6;5,1;998,4;1,6;75;3,2;-1,9;-3,6
1048;19721228;1972;12;28;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;2,8;0;1;3,2;996,2;1,7;47;4,1;0,1;-0,8
1048;19721229;1972;12;29;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7,3;0;-;2;1002,8;-1,2;37;2,2;-3,6;-5
1048;19721230;1972;12;30;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7,3;0;-;2,5;1008,3;-0,2;42;3,1;-2,6;-5,8
1048;19721231;1972;12;31;-;-;-;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7;0;-;2,7;1004,9;0,1;44;1,9;-2,1;-4,9
1048;19730101;1973;01;01;5;15;6;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7;0;0;3,4;1001,8;1,1;51;4;-1,1;-2,9
1048;19730102;1973;01;02;5;12;2,8;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,5;0;0;3,7;1001,5;0,4;59;5,3;-0,8;-2,6
1048;19730103;1973;01;03;5;-;2;5;0,7;nur Regen (in historischen Daten vor 1979);2,7;0;3;4,4;1002;-3,2;89;-0,8;-5,8;-13
1048;19730104;1973;01;04;5;-;1,8;5;0,8;nur Regen (in historischen Daten vor 1979);0;0;8;5,8;1005,5;-0,4;98;0,6;-1,7;-1,4
1048;19730105;1973;01;05;5;6;1,6;5;0,4;nur Regen (in historischen Daten vor 1979);0;0;8;5,4;1010;-1;94;0,1;-1,9;-2,2
1048;19730106;1973;01;06;5;-;1,3;5;0,1;nur Regen (in historischen Daten vor 1979);0;0;8;6,2;1011,6;0,2;100;0,5;0;-0,1
1048;19730107;1973;01;07;5;-;1,1;5;0,5;nur Regen (in historischen Daten vor 1979);0;0;8;5,8;1009,6;-0,6;99;0;-1,2;-1,1
1048;19730108;1973;01;08;5;-;1,7;5;0,2;nur Regen (in historischen Daten vor 1979);0;0;8;5,8;1007,3;-0,4;97;0,1;-0,7;-0,8
1048;19730109;1973;01;09;5;-;1,3;5;0,3;"nur Schnee; fester Niederschlag bei automatischen Stationen";0;0;8;6;1003,6;0,3;95;0,8;-0,5;-0,7
1048;19730110;1973;01;10;5;6;1,9;5;0,1;nur Regen (in historischen Daten vor 1979);0;0;7;6,2;1002,4;0,7;97;1,5;0,4;0,3
1048;19730111;1973;01;11;5;7;2,5;5;0,4;nur Regen (in historischen Daten vor 1979);0;0;8;6,6;1002,4;1,6;96;2,1;0,1;0
1048;19730112;1973;01;12;5;-;1;5;0;nur Regen (in historischen Daten vor 1979);0;0;7;6,7;1005,4;1,4;98;2;1;1
1048;19730113;1973;01;13;5;10;3,4;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;7,4;0;1;4,8;1002,9;0,4;77;3,3;-2;-4,2
1048;19730114;1973;01;14;5;11;4,6;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;1,9;0;3;4,2;995,9;0,5;67;2,6;-0,3;-2,5
1048;19730115;1973;01;15;5;11;4,9;5;0;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0,1;0;6;4,6;986;-0,8;79;0,6;-1,5;-2,8
1048;19730116;1973;01;16;5;10;4,4;5;1;"nur Schnee; fester Niederschlag bei automatischen Stationen";0;0;8;4,8;982,5;-1;84;-0,3;-1,8;-1,5
1048;19730117;1973;01;17;5;10;3,6;5;0;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0,5;1;7;4,3;984,6;-0,5;73;0,9;-1,4;-2,5
1048;19730118;1973;01;18;5;7;1,5;5;0;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;1;8;4,6;989;-1,6;83;0,1;-2,1;-2,2
1048;19730119;1973;01;19;5;-;1,4;5;0,1;"nur Schnee; fester Niederschlag bei automatischen Stationen";0;1;8;4,6;990,7;-2,1;88;-1,5;-3,2;-2,6
1048;19730120;1973;01;20;5;-;1,5;5;0,1;"nur Schnee; fester Niederschlag bei automatischen Stationen";5,3;1;4;5,1;984,8;-0,2;85;3;-2;-2,4
1048;19730121;1973;01;21;5;10;3,9;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;3,9;0;5;5,9;987;1,5;86;3,5;-0,6;-3,4
1048;19730122;1973;01;22;5;8;3;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,1;0;5;5,8;994;2;82;4,5;0,8;-1,7
1048;19730123;1973;01;23;5;8;4;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;2,9;0;4;5,1;1004,1;1;78;4;-0,4;-3,7
1048;19730124;1973;01;24;5;-;1,8;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,5;0;2;4,4;1009,1;-1,4;80;2,5;-3,5;-8,2
1048;19730125;1973;01;25;5;11;3,7;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,5;0;0;4,8;1006,7;-1,1;83;3,8;-5,4;-10,8
1048;19730126;1973;01;26;5;8;3,3;5;1;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";5,8;0;3;4,5;995,7;-0,5;76;2,6;-2,3;-4,5
1048;19730127;1973;01;27;5;11;4,3;5;10,5;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;1;7;6,2;977,8;1,6;89;3;-1,4;-2,8
1048;19730128;1973;01;28;5;13;5,9;5;8;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;0;8;6,4;980,7;1;97;2,7;0,5;0,5
1048;19730129;1973;01;29;5;16;5,5;5;1,6;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;3;7;6,4;988,2;2;89;3,5;0,1;-3
1048;19730130;1973;01;30;5;11;3,7;5;4,3;nur Regen (in historischen Daten vor 1979);0;0;7;7,5;986,7;4,1;91;5,5;3,1;2,8
1048;19730131;1973;01;31;5;-;1,7;5;1,4;nur Regen (in historischen Daten vor 1979);0;0;7;7,9;986,8;4,4;93;6,3;3,1;0,9
1048;19730201;1973;02;01;5;-;2,6;5;5,6;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;0;8;6,8;989,4;1,7;98;4,1;0,5;2
1048;19730202;1973;02;02;5;-;1,5;5;0,1;"nur Schnee; fester Niederschlag bei automatischen Stationen";1;1;7;6,5;999,7;1,7;94;3,8;0,3;0,3
1048;19730203;1973;02;03;5;6;3;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,1;0;5;5,8;1005,7;1,9;83;4,4;-1,1;-5,6
1048;19730204;1973;02;04;5;7;3,4;5;0;nur Regen (in historischen Daten vor 1979);1,9;0;7;6,7;1005,8;3,9;83;6,6;2;0,5
1048;19730205;1973;02;05;5;13;3,8;5;0,4;"nur Schnee; fester Niederschlag bei automatischen Stationen";8,7;0;2;5,4;1001,3;4,2;67;9,7;1,6;-2,3
1048;19730206;1973;02;06;5;18;8;5;0,1;nur Regen (in historischen Daten vor 1979);0;0;8;6,1;994,4;2,5;82;4,8;-0,3;-1,7
1048;19730207;1973;02;07;5;20;9,8;5;0;nur Regen (in historischen Daten vor 1979);0;0;7;7,6;986,4;6;81;8,4;3,8;3,1
1048;19730208;1973;02;08;5;15;7;5;1,1;nur Regen (in historischen Daten vor 1979);0;0;7;7,7;984,8;5,5;84;6,4;4,4;5,2
1048;19730209;1973;02;09;5;15;6,8;5;0,5;nur Regen (in historischen Daten vor 1979);1,1;0;7;6,8;978,6;6,4;71;9,9;4,4;2,8
1048;19730210;1973;02;10;5;12;4,3;5;0,1;nur Regen (in historischen Daten vor 1979);3,9;0;5;6,2;977,8;3,3;80;6,7;1;-0,6
1048;19730211;1973;02;11;5;12;5;5;5;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";3,2;0;6;5,5;982,8;1;83;2,9;-0,3;-4,6
1048;19730212;1973;02;12;5;13;6,7;5;0,7;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;3;7;6,1;978,7;2,4;84;4;-0,9;-3,3
1048;19730213;1973;02;13;5;19;6,3;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;4;0;7;5,4;961,7;4,9;61;7,5;3,1;2,4
1048;19730214;1973;02;14;5;11;3,7;5;0;nur Regen (in historischen Daten vor 1979);4,7;0;6;4,9;966,7;2,8;65;5,8;0,2;-1,7
1048;19730215;1973;02;15;5;-;1,1;5;0;nur Regen (in historischen Daten vor 1979);0,9;0;7;6;970,3;1,8;86;6;0;-4
1048;19730216;1973;02;16;5;6;2,6;5;0;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0,3;0;7;5,1;979,4;-0,5;86;2,2;-2;-8
1048;19730217;1973;02;17;5;11;4,3;5;1;"nur Schnee; fester Niederschlag bei automatischen Stationen";0;1;8;5,4;983,3;-0,4;89;0,5;-1,9;-2,1
1048;19730218;1973;02;18;5;14;5,9;5;3,4;"nur Schnee; fester Niederschlag bei automatischen Stationen";4,8;0;7;5,5;983,5;1,2;82;3,7;-0,7;-1,5
1048;19730219;1973;02;19;5;8;2,9;5;0,3;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;4;8;6,2;990,4;0,6;98;1,7;0,1;0
1048;19730220;1973;02;20;5;10;4,8;5;2,9;nur Regen (in historischen Daten vor 1979);0;0;8;6,6;997,1;1,8;94;2,8;0,8;0,6
1048;19730221;1973;02;21;5;15;7,2;5;4,3;nur Regen (in historischen Daten vor 1979);0;0;8;8,2;989,6;4,7;95;5,6;2,2;2,1
1048;19730222;1973;02;22;5;19;6,3;5;1,1;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";4,9;0;7;6,8;981,7;4,3;81;7,6;3,3;1,3
1048;19730223;1973;02;23;5;14;6,1;5;3,6;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";1,2;0;5;5,7;975,6;0,5;89;4;-0,3;-1,2
1048;19730224;1973;02;24;5;11;3,1;5;6,1;"nur Schnee; fester Niederschlag bei automatischen Stationen";0;3;7;5,4;969,1;-1,1;95;0,1;-4;-3,8
1048;19730225;1973;02;25;5;6;2,3;5;3,6;"nur Schnee; fester Niederschlag bei automatischen Stationen";2,1;7;6;5;976,5;-2,1;95;-0,1;-4,2;-6,6
1048;19730226;1973;02;26;5;8;2,6;5;1,3;"nur Schnee; fester Niederschlag bei automatischen Stationen";2,7;12;6;4,7;982,7;-2,7;93;-1,2;-5,3;-11,7
1048;19730227;1973;02;27;5;11;4;5;0,3;"nur Schnee; fester Niederschlag bei automatischen Stationen";2,8;12;5;4;993,1;-4,7;92;-2,4;-7,7;-13,5
1048;19730228;1973;02;28;5;12;5,2;5;0,4;"nur Schnee; fester Niederschlag bei automatischen Stationen";0;12;6;4,7;1001,2;-1,7;86;1,4;-8,3;-15,1
1048;19730301;1973;03;01;5;12;4,7;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;0,6;8;7;5,7;999,8;1,2;85;3,5;-0,3;-1
1048;19730302;1973;03;02;5;9;4,2;5;3,4;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0,9;3;7;5,4;994,8;2,3;75;4,7;1;0,6
1048;19730303;1973;03;03;5;17;5,2;5;6,4;nur Regen (in historischen Daten vor 1979);0,8;0;7;6,3;998,6;2,5;86;5;0,4;0
1048;19730304;1973;03;04;5;6;2,7;5;1,2;nur Regen (in historischen Daten vor 1979);0;0;8;7,8;1000,4;4,1;95;6;1,4;0,6
1048;19730305;1973;03;05;5;7;3,1;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;5,4;0;6;7,6;999;7,3;75;10,9;4,5;2,2
1048;19730306;1973;03;06;5;15;3,8;5;0;nur Regen (in historischen Daten vor 1979);1,6;0;6;6,6;992,1;5,6;72;9,7;3,6;2,2
1048;19730307;1973;03;07;5;10;2,5;5;1;nur Regen (in historischen Daten vor 1979);6,4;0;4;5,8;996,9;3,2;77;8,9;-0,5;-6,8
1048;19730308;1973;03;08;5;11;4,5;5;1;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";2,5;0;5;6,1;1001,7;1,4;90;4,9;-1,6;-4,1
1048;19730309;1973;03;09;5;11;4;5;0;nur Regen (in historischen Daten vor 1979);5,7;0;5;5,2;1002,3;1,3;79;4,8;-0,9;-1,5
1048;19730310;1973;03;10;5;5;1,9;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,6;0;3;4,2;1003,8;-0,3;72;4,2;-3,9;-10,1
1048;19730311;1973;03;11;5;9;3,3;5;0,3;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0;0;7;5,2;996,7;0,9;78;3,6;-1,8;-8,6
1048;19730312;1973;03;12;5;7;2,8;5;1,3;"Regen und Schnee (und/oder Schneeregen); flüssiger und fester Niederschlag bei automatischen Stationen";0,2;0;8;5,9;991,6;0,8;90;2,3;-1;-0,9
1048;19730313;1973;03;13;5;7;3,2;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;6,6;0;3;4,7;995,1;1,1;72;5,4;-1,3;-3,9
1048;19730314;1973;03;14;5;9;2,7;5;0;Niederschlagshöhe ausschließlich aus flüssigen abgesetzten Niederschlag;8,4;0;4;4,3;994,9;0,9;68;7;-4,9;-10
